"","Leto","Regija","Vrsta","Spol","Stevilo"
"1381","2011/12","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",264
"1382","2011/12","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",394
"1383","2011/12","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",231
"1384","2011/12","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",479
"1385","2011/12","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Moški",121
"1386","2011/12","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Ženske",228
"1387","2011/12","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",23
"1388","2011/12","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",55
"1389","2011/12","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",93
"1390","2011/12","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",207
"1391","2011/12","Primorsko-notranjska","Doktorsko (prejšnje)","Moški",6
"1392","2011/12","Primorsko-notranjska","Doktorsko (prejšnje)","Ženske",10
"1393","2011/12","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Moški",28
"1394","2011/12","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Ženske",50
"1395","2011/12","Goriška","Višje strokovno","Moški",459
"1396","2011/12","Goriška","Višje strokovno","Ženske",286
"1397","2011/12","Goriška","Visokošolsko strokovno (prejšnje)","Moški",136
"1398","2011/12","Goriška","Visokošolsko strokovno (prejšnje)","Ženske",101
"1399","2011/12","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",709
"1400","2011/12","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",813
"1401","2011/12","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",685
"1402","2011/12","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1258
"1403","2011/12","Goriška","Visokošolsko univerzitetno (prejšnje)","Moški",299
"1404","2011/12","Goriška","Visokošolsko univerzitetno (prejšnje)","Ženske",505
"1405","2011/12","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",70
"1406","2011/12","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",152
"1407","2011/12","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",262
"1408","2011/12","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",475
"1409","2011/12","Goriška","Doktorsko (prejšnje)","Moški",14
"1410","2011/12","Goriška","Doktorsko (prejšnje)","Ženske",11
"1411","2011/12","Goriška","Doktorsko (3. bolonjska stopnja)","Moški",77
"1412","2011/12","Goriška","Doktorsko (3. bolonjska stopnja)","Ženske",106
"1413","2011/12","Obalno-kraška","Višje strokovno","Moški",196
"1414","2011/12","Obalno-kraška","Višje strokovno","Ženske",152
"1415","2011/12","Obalno-kraška","Visokošolsko strokovno (prejšnje)","Moški",72
"1416","2011/12","Obalno-kraška","Visokošolsko strokovno (prejšnje)","Ženske",64
"1417","2011/12","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",551
"1418","2011/12","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",575
"1419","2011/12","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",531
"1420","2011/12","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",868
"1421","2011/12","Obalno-kraška","Visokošolsko univerzitetno (prejšnje)","Moški",198
"1422","2011/12","Obalno-kraška","Visokošolsko univerzitetno (prejšnje)","Ženske",358
"1423","2011/12","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",37
"1424","2011/12","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",96
"1425","2011/12","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",218
"1426","2011/12","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",415
"1427","2011/12","Obalno-kraška","Doktorsko (prejšnje)","Moški",13
"1428","2011/12","Obalno-kraška","Doktorsko (prejšnje)","Ženske",20
"1429","2011/12","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Moški",62
"1430","2011/12","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Ženske",110
"1431","2011/12","stalno bivališče neznano ali v tujini","Višje strokovno","Moški",64
"1432","2011/12","stalno bivališče neznano ali v tujini","Višje strokovno","Ženske",89
"1433","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (prejšnje)","Moški",9
"1434","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (prejšnje)","Ženske",16
"1435","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",121
"1436","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",207
"1437","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",343
"1438","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",449
"1439","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Moški",49
"1440","2011/12","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Ženske",122
"1441","2011/12","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",50
"1442","2011/12","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",94
"1443","2011/12","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",217
"1444","2011/12","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",282
"1445","2011/12","stalno bivališče neznano ali v tujini","Doktorsko (prejšnje)","Moški",24
"1446","2011/12","stalno bivališče neznano ali v tujini","Doktorsko (prejšnje)","Ženske",27
"1447","2011/12","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Moški",195
"1448","2011/12","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Ženske",208
"1449","2012/13","SLOVENIJA","Višje strokovno","Moški",7605
"1450","2012/13","SLOVENIJA","Višje strokovno","Ženske",5801
"1451","2012/13","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Moški",241
"1452","2012/13","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Ženske",221
"1453","2012/13","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",11251
"1454","2012/13","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",14547
"1455","2012/13","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",11806
"1456","2012/13","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",18759
"1457","2012/13","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Moški",2610
"1458","2012/13","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Ženske",5010
"1459","2012/13","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",1307
"1460","2012/13","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",2547
"1461","2012/13","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",5385
"1462","2012/13","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",9181
"1463","2012/13","SLOVENIJA","Magistrsko (prejšnje)","Ženske",2
"1464","2012/13","SLOVENIJA","Doktorsko (prejšnje)","Moški",70
"1465","2012/13","SLOVENIJA","Doktorsko (prejšnje)","Ženske",104
"1466","2012/13","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",1607
"1467","2012/13","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",1823
"1468","2012/13","Pomurska","Višje strokovno","Moški",436
"1469","2012/13","Pomurska","Višje strokovno","Ženske",334
"1470","2012/13","Pomurska","Visokošolsko strokovno (prejšnje)","Moški",18
"1471","2012/13","Pomurska","Visokošolsko strokovno (prejšnje)","Ženske",20
"1472","2012/13","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",562
"1473","2012/13","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",792
"1474","2012/13","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",610
"1475","2012/13","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",920
"1476","2012/13","Pomurska","Visokošolsko univerzitetno (prejšnje)","Moški",151
"1477","2012/13","Pomurska","Visokošolsko univerzitetno (prejšnje)","Ženske",287
"1478","2012/13","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",66
"1479","2012/13","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",129
"1480","2012/13","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",258
"1481","2012/13","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",442
"1482","2012/13","Pomurska","Magistrsko (prejšnje)","Ženske",1
"1483","2012/13","Pomurska","Doktorsko (prejšnje)","Moški",4
"1484","2012/13","Pomurska","Doktorsko (prejšnje)","Ženske",7
"1485","2012/13","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",49
"1486","2012/13","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",61
"1487","2012/13","Podravska","Višje strokovno","Moški",1059
"1488","2012/13","Podravska","Višje strokovno","Ženske",1001
"1489","2012/13","Podravska","Visokošolsko strokovno (prejšnje)","Moški",33
"1490","2012/13","Podravska","Visokošolsko strokovno (prejšnje)","Ženske",33
"1491","2012/13","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1489
"1492","2012/13","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2104
"1493","2012/13","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1735
"1494","2012/13","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2512
"1495","2012/13","Podravska","Visokošolsko univerzitetno (prejšnje)","Moški",307
"1496","2012/13","Podravska","Visokošolsko univerzitetno (prejšnje)","Ženske",647
"1497","2012/13","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",144
"1498","2012/13","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",285
"1499","2012/13","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",863
"1500","2012/13","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1309
"1501","2012/13","Podravska","Magistrsko (prejšnje)","Ženske",1
"1502","2012/13","Podravska","Doktorsko (prejšnje)","Moški",14
"1503","2012/13","Podravska","Doktorsko (prejšnje)","Ženske",9
"1504","2012/13","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",228
"1505","2012/13","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",232
"1506","2012/13","Koroška","Višje strokovno","Moški",319
"1507","2012/13","Koroška","Višje strokovno","Ženske",234
"1508","2012/13","Koroška","Visokošolsko strokovno (prejšnje)","Moški",13
"1509","2012/13","Koroška","Visokošolsko strokovno (prejšnje)","Ženske",10
"1510","2012/13","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",445
"1511","2012/13","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",499
"1512","2012/13","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",407
"1513","2012/13","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",633
"1514","2012/13","Koroška","Visokošolsko univerzitetno (prejšnje)","Moški",98
"1515","2012/13","Koroška","Visokošolsko univerzitetno (prejšnje)","Ženske",178
"1516","2012/13","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",42
"1517","2012/13","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",83
"1518","2012/13","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",213
"1519","2012/13","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",304
"1520","2012/13","Koroška","Doktorsko (prejšnje)","Moški",3
"1521","2012/13","Koroška","Doktorsko (prejšnje)","Ženske",5
"1522","2012/13","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",36
"1523","2012/13","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",46
"1524","2012/13","Savinjska","Višje strokovno","Moški",1001
"1525","2012/13","Savinjska","Višje strokovno","Ženske",812
"1526","2012/13","Savinjska","Visokošolsko strokovno (prejšnje)","Moški",31
"1527","2012/13","Savinjska","Visokošolsko strokovno (prejšnje)","Ženske",39
"1528","2012/13","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1636
"1529","2012/13","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2203
"1530","2012/13","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1358
"1531","2012/13","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2160
"1532","2012/13","Savinjska","Visokošolsko univerzitetno (prejšnje)","Moški",268
"1533","2012/13","Savinjska","Visokošolsko univerzitetno (prejšnje)","Ženske",601
"1534","2012/13","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",164
"1535","2012/13","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",264
"1536","2012/13","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",702
"1537","2012/13","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1167
"1538","2012/13","Savinjska","Doktorsko (prejšnje)","Moški",8
"1539","2012/13","Savinjska","Doktorsko (prejšnje)","Ženske",3
"1540","2012/13","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",147
"1541","2012/13","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",167
"1542","2012/13","Zasavska","Višje strokovno","Moški",183
"1543","2012/13","Zasavska","Višje strokovno","Ženske",127
"1544","2012/13","Zasavska","Visokošolsko strokovno (prejšnje)","Moški",4
"1545","2012/13","Zasavska","Visokošolsko strokovno (prejšnje)","Ženske",4
"1546","2012/13","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",224
"1547","2012/13","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",316
"1548","2012/13","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",216
"1549","2012/13","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",364
"1550","2012/13","Zasavska","Visokošolsko univerzitetno (prejšnje)","Moški",58
"1551","2012/13","Zasavska","Visokošolsko univerzitetno (prejšnje)","Ženske",97
"1552","2012/13","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",13
"1553","2012/13","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",40
"1554","2012/13","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",75
"1555","2012/13","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",169
"1556","2012/13","Zasavska","Doktorsko (prejšnje)","Ženske",1
"1557","2012/13","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",20
"1558","2012/13","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",16
"1559","2012/13","Posavska","Višje strokovno","Moški",239
"1560","2012/13","Posavska","Višje strokovno","Ženske",214
"1561","2012/13","Posavska","Visokošolsko strokovno (prejšnje)","Moški",8
"1562","2012/13","Posavska","Visokošolsko strokovno (prejšnje)","Ženske",9
"1563","2012/13","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",456
"1564","2012/13","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",521
"1565","2012/13","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",359
"1566","2012/13","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",609
"1567","2012/13","Posavska","Visokošolsko univerzitetno (prejšnje)","Moški",99
"1568","2012/13","Posavska","Visokošolsko univerzitetno (prejšnje)","Ženske",179
"1569","2012/13","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",22
"1570","2012/13","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",65
"1571","2012/13","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",196
"1572","2012/13","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",287
"1573","2012/13","Posavska","Doktorsko (prejšnje)","Moški",1
"1574","2012/13","Posavska","Doktorsko (prejšnje)","Ženske",2
"1575","2012/13","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",38
"1576","2012/13","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",35
"1577","2012/13","Jugovzhodna Slovenija","Višje strokovno","Moški",686
"1578","2012/13","Jugovzhodna Slovenija","Višje strokovno","Ženske",445
"1579","2012/13","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Moški",22
"1580","2012/13","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Ženske",14
"1581","2012/13","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1017
"1582","2012/13","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1137
"1583","2012/13","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",764
"1584","2012/13","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1377
"1585","2012/13","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Moški",189
"1586","2012/13","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Ženske",380
"1587","2012/13","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",95
"1588","2012/13","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",171
"1589","2012/13","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",354
"1590","2012/13","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",606
"1591","2012/13","Jugovzhodna Slovenija","Doktorsko (prejšnje)","Moški",3
"1592","2012/13","Jugovzhodna Slovenija","Doktorsko (prejšnje)","Ženske",5
"1593","2012/13","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",76
"1594","2012/13","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",89
"1595","2012/13","Osrednjeslovenska","Višje strokovno","Moški",1841
"1596","2012/13","Osrednjeslovenska","Višje strokovno","Ženske",1365
"1597","2012/13","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Moški",47
"1598","2012/13","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Ženske",35
"1599","2012/13","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",2668
"1600","2012/13","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",3487
"1601","2012/13","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",3401
"1602","2012/13","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",5052
"1603","2012/13","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Moški",814
"1604","2012/13","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Ženske",1456
"1605","2012/13","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",428
"1606","2012/13","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",773
"1607","2012/13","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",1286
"1608","2012/13","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",2355
"1609","2012/13","Osrednjeslovenska","Doktorsko (prejšnje)","Moški",21
"1610","2012/13","Osrednjeslovenska","Doktorsko (prejšnje)","Ženske",42
"1611","2012/13","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",553
"1612","2012/13","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",662
"1613","2012/13","Gorenjska","Višje strokovno","Moški",942
"1614","2012/13","Gorenjska","Višje strokovno","Ženske",657
"1615","2012/13","Gorenjska","Visokošolsko strokovno (prejšnje)","Moški",18
"1616","2012/13","Gorenjska","Visokošolsko strokovno (prejšnje)","Ženske",26
"1617","2012/13","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1016
"1618","2012/13","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1440
"1619","2012/13","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1153
"1620","2012/13","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1881
"1621","2012/13","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Moški",267
"1622","2012/13","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Ženske",468
"1623","2012/13","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",128
"1624","2012/13","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",283
"1625","2012/13","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",469
"1626","2012/13","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",856
"1627","2012/13","Gorenjska","Doktorsko (prejšnje)","Moški",4
"1628","2012/13","Gorenjska","Doktorsko (prejšnje)","Ženske",9
"1629","2012/13","Gorenjska","Doktorsko (3. bolonjska stopnja)","Moški",144
"1630","2012/13","Gorenjska","Doktorsko (3. bolonjska stopnja)","Ženske",110
"1631","2012/13","Primorsko-notranjska","Višje strokovno","Moški",191
"1632","2012/13","Primorsko-notranjska","Višje strokovno","Ženske",138
"1633","2012/13","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Moški",5
"1634","2012/13","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Ženske",5
"1635","2012/13","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",268
"1636","2012/13","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",425
"1637","2012/13","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",215
"1638","2012/13","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",467
"1639","2012/13","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Moški",69
"1640","2012/13","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Ženske",119
"1641","2012/13","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",20
"1642","2012/13","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",53
"1643","2012/13","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",123
"1644","2012/13","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",248
"1645","2012/13","Primorsko-notranjska","Doktorsko (prejšnje)","Ženske",1
"1646","2012/13","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Moški",27
"1647","2012/13","Primorsko-notranjska","Doktorsko (3. bolonjska stopnja)","Ženske",54
"1648","2012/13","Goriška","Višje strokovno","Moški",442
"1649","2012/13","Goriška","Višje strokovno","Ženske",241
"1650","2012/13","Goriška","Visokošolsko strokovno (prejšnje)","Moški",28
"1651","2012/13","Goriška","Visokošolsko strokovno (prejšnje)","Ženske",12
"1652","2012/13","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",744
"1653","2012/13","Goriška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",827
"1654","2012/13","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",683
"1655","2012/13","Goriška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1319
"1656","2012/13","Goriška","Visokošolsko univerzitetno (prejšnje)","Moški",142
"1657","2012/13","Goriška","Visokošolsko univerzitetno (prejšnje)","Ženske",316
"1658","2012/13","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",75
"1659","2012/13","Goriška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",175
"1660","2012/13","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",323
"1661","2012/13","Goriška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",549
"1662","2012/13","Goriška","Doktorsko (prejšnje)","Moški",2
"1663","2012/13","Goriška","Doktorsko (prejšnje)","Ženske",5
"1664","2012/13","Goriška","Doktorsko (3. bolonjska stopnja)","Moški",98
"1665","2012/13","Goriška","Doktorsko (3. bolonjska stopnja)","Ženske",102
"1666","2012/13","Obalno-kraška","Višje strokovno","Moški",214
"1667","2012/13","Obalno-kraška","Višje strokovno","Ženske",167
"1668","2012/13","Obalno-kraška","Visokošolsko strokovno (prejšnje)","Moški",12
"1669","2012/13","Obalno-kraška","Visokošolsko strokovno (prejšnje)","Ženske",11
"1670","2012/13","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",534
"1671","2012/13","Obalno-kraška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",577
"1672","2012/13","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",566
"1673","2012/13","Obalno-kraška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",926
"1674","2012/13","Obalno-kraška","Visokošolsko univerzitetno (prejšnje)","Moški",119
"1675","2012/13","Obalno-kraška","Visokošolsko univerzitetno (prejšnje)","Ženske",208
"1676","2012/13","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",53
"1677","2012/13","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",114
"1678","2012/13","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",249
"1679","2012/13","Obalno-kraška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",509
"1680","2012/13","Obalno-kraška","Doktorsko (prejšnje)","Moški",7
"1681","2012/13","Obalno-kraška","Doktorsko (prejšnje)","Ženske",9
"1682","2012/13","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Moški",62
"1683","2012/13","Obalno-kraška","Doktorsko (3. bolonjska stopnja)","Ženske",113
