"","Leto","Regija","Vrsta","Spol","Stevilo"
"1684","2012/13","stalno bivališče neznano ali v tujini","Višje strokovno","Moški",52
"1685","2012/13","stalno bivališče neznano ali v tujini","Višje strokovno","Ženske",66
"1686","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (prejšnje)","Moški",2
"1687","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (prejšnje)","Ženske",3
"1688","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",192
"1689","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",219
"1690","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",339
"1691","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",539
"1692","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Moški",29
"1693","2012/13","stalno bivališče neznano ali v tujini","Visokošolsko univerzitetno (prejšnje)","Ženske",74
"1694","2012/13","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",57
"1695","2012/13","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",112
"1696","2012/13","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",274
"1697","2012/13","stalno bivališče neznano ali v tujini","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",380
"1698","2012/13","stalno bivališče neznano ali v tujini","Doktorsko (prejšnje)","Moški",3
"1699","2012/13","stalno bivališče neznano ali v tujini","Doktorsko (prejšnje)","Ženske",6
"1700","2012/13","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Moški",129
"1701","2012/13","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Ženske",136
"1702","2013/14","SLOVENIJA","Višje strokovno","Moški",7306
"1703","2013/14","SLOVENIJA","Višje strokovno","Ženske",5945
"1704","2013/14","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Moški",31
"1705","2013/14","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Ženske",14
"1706","2013/14","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",10424
"1707","2013/14","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",13490
"1708","2013/14","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",11201
"1709","2013/14","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",17859
"1710","2013/14","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Moški",890
"1711","2013/14","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Ženske",1796
"1712","2013/14","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",1440
"1713","2013/14","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",2959
"1714","2013/14","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",5948
"1715","2013/14","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",10450
"1716","2013/14","SLOVENIJA","Magistrsko (prejšnje)","Moški",1
"1717","2013/14","SLOVENIJA","Doktorsko (prejšnje)","Moški",3
"1718","2013/14","SLOVENIJA","Doktorsko (prejšnje)","Ženske",4
"1719","2013/14","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",1419
"1720","2013/14","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",1589
"1721","2013/14","Pomurska","Višje strokovno","Moški",387
"1722","2013/14","Pomurska","Višje strokovno","Ženske",310
"1723","2013/14","Pomurska","Visokošolsko strokovno (prejšnje)","Moški",3
"1724","2013/14","Pomurska","Visokošolsko strokovno (prejšnje)","Ženske",2
"1725","2013/14","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",487
"1726","2013/14","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",701
"1727","2013/14","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",557
"1728","2013/14","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",902
"1729","2013/14","Pomurska","Visokošolsko univerzitetno (prejšnje)","Moški",55
"1730","2013/14","Pomurska","Visokošolsko univerzitetno (prejšnje)","Ženske",99
"1731","2013/14","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",80
"1732","2013/14","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",153
"1733","2013/14","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",278
"1734","2013/14","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",512
"1735","2013/14","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",62
"1736","2013/14","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",52
"1737","2013/14","Podravska","Višje strokovno","Moški",1006
"1738","2013/14","Podravska","Višje strokovno","Ženske",1026
"1739","2013/14","Podravska","Visokošolsko strokovno (prejšnje)","Moški",3
"1740","2013/14","Podravska","Visokošolsko strokovno (prejšnje)","Ženske",2
"1741","2013/14","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1399
"1742","2013/14","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1954
"1743","2013/14","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1677
"1744","2013/14","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2369
"1745","2013/14","Podravska","Visokošolsko univerzitetno (prejšnje)","Moški",130
"1746","2013/14","Podravska","Visokošolsko univerzitetno (prejšnje)","Ženske",244
"1747","2013/14","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",165
"1748","2013/14","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",322
"1749","2013/14","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",884
"1750","2013/14","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1512
"1751","2013/14","Podravska","Doktorsko (prejšnje)","Ženske",1
"1752","2013/14","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",186
"1753","2013/14","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",186
"1754","2013/14","Koroška","Višje strokovno","Moški",295
"1755","2013/14","Koroška","Višje strokovno","Ženske",265
"1756","2013/14","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",419
"1757","2013/14","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",443
"1758","2013/14","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",404
"1759","2013/14","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",598
"1760","2013/14","Koroška","Visokošolsko univerzitetno (prejšnje)","Moški",34
"1761","2013/14","Koroška","Visokošolsko univerzitetno (prejšnje)","Ženske",67
"1762","2013/14","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",49
"1763","2013/14","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",100
"1764","2013/14","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",237
"1765","2013/14","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",373
"1766","2013/14","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",26
"1767","2013/14","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",41
"1768","2013/14","Savinjska","Višje strokovno","Moški",983
"1769","2013/14","Savinjska","Višje strokovno","Ženske",877
"1770","2013/14","Savinjska","Visokošolsko strokovno (prejšnje)","Moški",1
"1771","2013/14","Savinjska","Visokošolsko strokovno (prejšnje)","Ženske",2
"1772","2013/14","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1550
"1773","2013/14","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2007
"1774","2013/14","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1279
"1775","2013/14","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2055
"1776","2013/14","Savinjska","Visokošolsko univerzitetno (prejšnje)","Moški",88
"1777","2013/14","Savinjska","Visokošolsko univerzitetno (prejšnje)","Ženske",244
"1778","2013/14","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",184
"1779","2013/14","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",325
"1780","2013/14","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",740
"1781","2013/14","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1363
"1782","2013/14","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",130
"1783","2013/14","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",132
"1784","2013/14","Zasavska","Višje strokovno","Moški",146
"1785","2013/14","Zasavska","Višje strokovno","Ženske",104
"1786","2013/14","Zasavska","Visokošolsko strokovno (prejšnje)","Moški",2
"1787","2013/14","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",221
"1788","2013/14","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",281
"1789","2013/14","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",201
"1790","2013/14","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",334
"1791","2013/14","Zasavska","Visokošolsko univerzitetno (prejšnje)","Moški",24
"1792","2013/14","Zasavska","Visokošolsko univerzitetno (prejšnje)","Ženske",31
"1793","2013/14","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",12
"1794","2013/14","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",43
"1795","2013/14","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",87
"1796","2013/14","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",214
"1797","2013/14","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",17
"1798","2013/14","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",14
"1799","2013/14","Posavska","Višje strokovno","Moški",224
"1800","2013/14","Posavska","Višje strokovno","Ženske",210
"1801","2013/14","Posavska","Visokošolsko strokovno (prejšnje)","Moški",1
"1802","2013/14","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",401
"1803","2013/14","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",476
"1804","2013/14","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",345
"1805","2013/14","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",583
"1806","2013/14","Posavska","Visokošolsko univerzitetno (prejšnje)","Moški",33
"1807","2013/14","Posavska","Visokošolsko univerzitetno (prejšnje)","Ženske",58
"1808","2013/14","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",25
"1809","2013/14","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",75
"1810","2013/14","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",232
"1811","2013/14","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",336
"1812","2013/14","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",36
"1813","2013/14","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",33
"1814","2013/14","Jugovzhodna Slovenija","Višje strokovno","Moški",655
"1815","2013/14","Jugovzhodna Slovenija","Višje strokovno","Ženske",439
"1816","2013/14","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Moški",6
"1817","2013/14","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",927
"1818","2013/14","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1054
"1819","2013/14","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",697
"1820","2013/14","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1307
"1821","2013/14","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Moški",66
"1822","2013/14","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Ženske",134
"1823","2013/14","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",97
"1824","2013/14","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",202
"1825","2013/14","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",390
"1826","2013/14","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",731
"1827","2013/14","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",68
"1828","2013/14","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",79
"1829","2013/14","Osrednjeslovenska","Višje strokovno","Moški",1735
"1830","2013/14","Osrednjeslovenska","Višje strokovno","Ženske",1337
"1831","2013/14","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Moški",7
"1832","2013/14","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Ženske",3
"1833","2013/14","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",2476
"1834","2013/14","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",3321
"1835","2013/14","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",3274
"1836","2013/14","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",4903
"1837","2013/14","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Moški",275
"1838","2013/14","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Ženske",543
"1839","2013/14","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",473
"1840","2013/14","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",898
"1841","2013/14","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",1479
"1842","2013/14","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",2614
"1843","2013/14","Osrednjeslovenska","Doktorsko (prejšnje)","Moški",1
"1844","2013/14","Osrednjeslovenska","Doktorsko (prejšnje)","Ženske",3
"1845","2013/14","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",484
"1846","2013/14","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",584
"1847","2013/14","Gorenjska","Višje strokovno","Moški",967
"1848","2013/14","Gorenjska","Višje strokovno","Ženske",755
"1849","2013/14","Gorenjska","Visokošolsko strokovno (prejšnje)","Moški",3
"1850","2013/14","Gorenjska","Visokošolsko strokovno (prejšnje)","Ženske",4
"1851","2013/14","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",935
"1852","2013/14","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1350
"1853","2013/14","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1048
"1854","2013/14","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1764
"1855","2013/14","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Moški",81
"1856","2013/14","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Ženske",148
"1857","2013/14","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",141
"1858","2013/14","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",325
"1859","2013/14","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",525
"1860","2013/14","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",899
"1861","2013/14","Gorenjska","Magistrsko (prejšnje)","Moški",1
"1862","2013/14","Gorenjska","Doktorsko (prejšnje)","Moški",1
"1863","2013/14","Gorenjska","Doktorsko (3. bolonjska stopnja)","Moški",126
"1864","2013/14","Gorenjska","Doktorsko (3. bolonjska stopnja)","Ženske",101
"1865","2013/14","Primorsko-notranjska","Višje strokovno","Moški",201
"1866","2013/14","Primorsko-notranjska","Višje strokovno","Ženske",146
"1867","2013/14","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Ženske",1
"1868","2013/14","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",282
"1869","2013/14","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",369
"1870","2013/14","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",207
"1871","2013/14","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",435
"1872","2013/14","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Moški",19
"1873","2013/14","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Ženske",39
"1874","2013/14","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",22
"1875","2013/14","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",68
"1876","2013/14","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",121
"1877","2013/14","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",260
